1.000,97.000,46.000,7.000,2.000,0.000,0.000,0.000,1.000,26.000,26.000,70.000,82.000,7.000,0.000,0.000,130.000,29.000,6.000,17.000,25.000,8.000,1.000,12.000,130.000,64.000,16.000,1.000,0.000,0.000,0.000,2.000,1.000,68.000,61.000,35.000,13.000,0.000,0.000,0.000,11.000,52.000,96.000,130.000,10.000,1.000,0.000,1.000,130.000,73.000,22.000,31.000,4.000,1.000,0.000,6.000,120.000,121.000,52.000,1.000,0.000,0.000,0.000,1.000,0.000,9.000,87.000,58.000,6.000,0.000,0.000,0.000,60.000,18.000,65.000,50.000,1.000,0.000,0.000,20.000,130.000,30.000,7.000,6.000,0.000,0.000,0.000,53.000,60.000,68.000,40.000,0.000,0.000,0.000,0.000,1.000,11.000,14.000,44.000,51.000,14.000,0.000,0.000,0.000,130.000,35.000,23.000,2.000,0.000,0.000,0.000,6.000,129.000,48.000,24.000,0.000,0.000,0.000,0.000,11.000,45.000,55.000,31.000,0.000,0.000,0.000,0.000,0.000
2.000,62.000,137.000,9.000,7.000,1.000,0.000,0.000,8.000,63.000,135.000,1.000,0.000,0.000,0.000,1.000,7.000,28.000,59.000,3.000,0.000,0.000,2.000,4.000,4.000,34.000,9.000,0.000,0.000,0.000,0.000,1.000,13.000,42.000,109.000,27.000,76.000,90.000,3.000,2.000,144.000,125.000,65.000,1.000,1.000,7.000,4.000,23.000,67.000,15.000,5.000,0.000,0.000,5.000,37.000,40.000,5.000,17.000,3.000,0.000,0.000,12.000,17.000,3.000,12.000,1.000,1.000,1.000,35.000,144.000,14.000,6.000,144.000,19.000,0.000,0.000,3.000,72.000,27.000,38.000,138.000,9.000,0.000,0.000,0.000,5.000,13.000,20.000,1.000,0.000,0.000,0.000,0.000,24.000,27.000,2.000,1.000,0.000,0.000,0.000,5.000,144.000,20.000,2.000,69.000,1.000,0.000,0.000,1.000,120.000,103.000,63.000,67.000,1.000,0.000,0.000,0.000,2.000,16.000,49.000,1.000,0.000,0.000,1.000,4.000,8.000,7.000,3.000
64.000,90.000,32.000,4.000,0.000,0.000,0.000,7.000,42.000,42.000,24.000,42.000,13.000,3.000,1.000,12.000,81.000,96.000,13.000,9.000,3.000,1.000,0.000,1.000,42.000,14.000,8.000,10.000,9.000,9.000,2.000,3.000,122.000,122.000,20.000,5.000,0.000,0.000,0.000,0.000,57.000,53.000,79.000,84.000,3.000,1.000,1.000,2.000,122.000,56.000,15.000,13.000,2.000,1.000,0.000,13.000,57.000,15.000,14.000,19.000,11.000,3.000,0.000,2.000,122.000,122.000,10.000,1.000,0.000,0.000,0.000,0.000,75.000,84.000,20.000,12.000,2.000,6.000,7.000,10.000,122.000,75.000,21.000,26.000,0.000,0.000,1.000,15.000,11.000,11.000,92.000,73.000,1.000,0.000,0.000,0.000,50.000,101.000,26.000,0.000,0.000,0.000,0.000,0.000,70.000,109.000,57.000,9.000,0.000,0.000,0.000,0.000,102.000,109.000,36.000,43.000,1.000,0.000,0.000,0.000,7.000,17.000,65.000,98.000,1.000,0.000,0.000,0.000
0.000,0.000,0.000,9.000,79.000,8.000,0.000,0.000,15.000,0.000,0.000,7.000,152.000,69.000,17.000,31.000,152.000,0.000,0.000,0.000,22.000,30.000,28.000,152.000,54.000,0.000,0.000,2.000,7.000,2.000,2.000,98.000,0.000,0.000,0.000,2.000,77.000,45.000,1.000,0.000,48.000,0.000,0.000,1.000,152.000,88.000,5.000,18.000,152.000,18.000,1.000,0.000,11.000,12.000,4.000,59.000,68.000,11.000,6.000,13.000,16.000,2.000,0.000,8.000,0.000,0.000,1.000,1.000,11.000,74.000,12.000,0.000,16.000,0.000,0.000,0.000,31.000,152.000,32.000,12.000,152.000,74.000,6.000,0.000,2.000,43.000,25.000,29.000,37.000,76.000,32.000,12.000,1.000,0.000,0.000,0.000,7.000,3.000,5.000,2.000,1.000,8.000,6.000,10.000,1.000,0.000,0.000,1.000,17.000,75.000,28.000,7.000,14.000,24.000,1.000,5.000,36.000,48.000,14.000,4.000,67.000,56.000,4.000,1.000,1.000,0.000,0.000,1.000
1.000,0.000,0.000,0.000,59.000,51.000,1.000,2.000,31.000,15.000,2.000,14.000,151.000,45.000,0.000,0.000,151.000,51.000,1.000,4.000,11.000,2.000,0.000,3.000,51.000,8.000,0.000,0.000,0.000,2.000,4.000,20.000,1.000,0.000,4.000,6.000,49.000,28.000,1.000,2.000,31.000,10.000,1.000,5.000,151.000,92.000,1.000,2.000,151.000,53.000,0.000,2.000,39.000,10.000,1.000,12.000,109.000,13.000,0.000,0.000,0.000,0.000,2.000,16.000,1.000,0.000,1.000,7.000,40.000,14.000,2.000,2.000,14.000,1.000,0.000,7.000,151.000,106.000,7.000,11.000,151.000,12.000,0.000,0.000,33.000,38.000,10.000,53.000,111.000,27.000,0.000,0.000,0.000,0.000,0.000,4.000,3.000,2.000,0.000,11.000,52.000,5.000,1.000,1.000,8.000,0.000,0.000,47.000,114.000,18.000,1.000,3.000,151.000,3.000,0.000,6.000,25.000,8.000,2.000,27.000,77.000,7.000,1.000,0.000,0.000,0.000,1.000,13.000
0.000,0.000,0.000,16.000,51.000,7.000,1.000,0.000,8.000,3.000,1.000,68.000,143.000,1.000,0.000,2.000,87.000,9.000,1.000,16.000,24.000,0.000,1.000,66.000,60.000,1.000,0.000,0.000,1.000,0.000,1.000,40.000,0.000,0.000,0.000,15.000,107.000,9.000,0.000,0.000,31.000,21.000,8.000,116.000,154.000,2.000,0.000,2.000,154.000,58.000,7.000,21.000,16.000,0.000,0.000,22.000,53.000,8.000,1.000,1.000,1.000,0.000,1.000,17.000,0.000,0.000,4.000,44.000,114.000,2.000,0.000,0.000,59.000,5.000,1.000,46.000,154.000,6.000,0.000,10.000,154.000,30.000,1.000,4.000,20.000,2.000,1.000,31.000,39.000,8.000,1.000,2.000,1.000,1.000,5.000,10.000,1.000,1.000,2.000,24.000,94.000,4.000,0.000,0.000,36.000,1.000,0.000,16.000,154.000,12.000,2.000,16.000,154.000,25.000,0.000,0.000,8.000,3.000,1.000,25.000,39.000,18.000,2.000,6.000,2.000,0.000,0.000,0.000
0.000,0.000,1.000,15.000,18.000,5.000,0.000,0.000,0.000,0.000,0.000,8.000,129.000,63.000,1.000,0.000,9.000,0.000,0.000,1.000,83.000,91.000,54.000,114.000,64.000,0.000,0.000,0.000,0.000,1.000,13.000,129.000,0.000,0.000,2.000,32.000,15.000,1.000,0.000,0.000,14.000,2.000,1.000,91.000,90.000,9.000,2.000,3.000,116.000,4.000,1.000,14.000,22.000,15.000,31.000,129.000,20.000,1.000,0.000,1.000,2.000,3.000,10.000,129.000,0.000,0.000,1.000,47.000,26.000,0.000,0.000,0.000,20.000,10.000,4.000,47.000,114.000,6.000,0.000,0.000,129.000,129.000,9.000,10.000,13.000,1.000,0.000,13.000,39.000,65.000,2.000,0.000,2.000,7.000,1.000,6.000,0.000,0.000,0.000,15.000,32.000,9.000,0.000,0.000,0.000,5.000,10.000,92.000,120.000,4.000,0.000,0.000,26.000,129.000,44.000,52.000,24.000,1.000,0.000,1.000,24.000,129.000,5.000,0.000,0.000,0.000,0.000,0.000
13.000,1.000,0.000,44.000,89.000,5.000,1.000,3.000,127.000,7.000,0.000,7.000,15.000,2.000,1.000,43.000,49.000,2.000,0.000,64.000,127.000,0.000,0.000,11.000,29.000,4.000,1.000,49.000,81.000,0.000,1.000,18.000,16.000,5.000,2.000,28.000,92.000,12.000,1.000,2.000,127.000,40.000,5.000,22.000,22.000,2.000,1.000,11.000,44.000,10.000,2.000,127.000,127.000,1.000,1.000,2.000,27.000,14.000,7.000,39.000,58.000,1.000,3.000,10.000,27.000,1.000,1.000,48.000,91.000,4.000,1.000,22.000,127.000,8.000,4.000,45.000,37.000,1.000,1.000,81.000,16.000,3.000,6.000,127.000,120.000,3.000,3.000,2.000,36.000,9.000,10.000,75.000,29.000,2.000,6.000,7.000,38.000,0.000,2.000,24.000,24.000,3.000,4.000,44.000,74.000,0.000,1.000,30.000,66.000,0.000,1.000,52.000,0.000,0.000,3.000,101.000,122.000,0.000,0.000,0.000,73.000,7.000,6.000,84.000,19.000,0.000,0.000,8.000
130.000,13.000,0.000,0.000,6.000,2.000,0.000,14.000,130.000,37.000,0.000,1.000,41.000,7.000,0.000,3.000,38.000,9.000,1.000,10.000,130.000,20.000,0.000,3.000,71.000,14.000,0.000,1.000,3.000,1.000,0.000,21.000,105.000,6.000,2.000,2.000,9.000,14.000,3.000,59.000,130.000,17.000,1.000,1.000,32.000,16.000,3.000,33.000,49.000,11.000,0.000,5.000,130.000,90.000,4.000,10.000,85.000,55.000,0.000,1.000,7.000,9.000,1.000,4.000,52.000,9.000,3.000,9.000,21.000,20.000,8.000,18.000,130.000,36.000,2.000,4.000,8.000,14.000,2.000,8.000,56.000,8.000,0.000,0.000,125.000,130.000,5.000,6.000,57.000,38.000,3.000,1.000,41.000,42.000,1.000,3.000,15.000,2.000,0.000,2.000,43.000,43.000,29.000,3.000,130.000,49.000,0.000,1.000,10.000,4.000,0.000,1.000,84.000,25.000,0.000,0.000,113.000,59.000,0.000,1.000,42.000,9.000,0.000,0.000,96.000,50.000,0.000,1.000
0.000,3.000,48.000,55.000,18.000,0.000,0.000,0.000,41.000,9.000,17.000,72.000,45.000,0.000,0.000,12.000,86.000,2.000,0.000,1.000,2.000,0.000,0.000,53.000,12.000,5.000,1.000,0.000,0.000,0.000,1.000,27.000,9.000,18.000,137.000,112.000,12.000,19.000,3.000,2.000,137.000,69.000,91.000,49.000,2.000,1.000,1.000,15.000,127.000,27.000,1.000,0.000,0.000,0.000,0.000,19.000,11.000,23.000,3.000,0.000,0.000,0.000,0.000,5.000,17.000,5.000,21.000,23.000,16.000,137.000,129.000,20.000,137.000,25.000,8.000,2.000,1.000,36.000,53.000,73.000,122.000,40.000,1.000,0.000,0.000,0.000,0.000,9.000,35.000,5.000,0.000,0.000,0.000,0.000,0.000,16.000,0.000,1.000,0.000,0.000,8.000,137.000,86.000,2.000,51.000,14.000,0.000,0.000,39.000,137.000,45.000,19.000,113.000,28.000,0.000,0.000,3.000,3.000,0.000,18.000,26.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000
